City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Epe,NG,6.5841,3.9834,84.9,70,95,9.57,overcast clouds
347,Nakhon Thai,TH,17.1006,100.8374,80.49,77,83,1.34,broken clouds
348,Oranjemund,NA,-28.55,16.4333,66.47,43,0,9.6,clear sky
349,Ugoofaaru,MV,5.6667,73.0,83.32,76,100,20.98,overcast clouds
350,Ngorongoro,TZ,-3.2397,35.4875,52.7,83,39,3.83,scattered clouds
351,Kieta,PG,-6.2167,155.6333,79.18,83,100,1.79,overcast clouds
352,Mineiros,BR,-17.5694,-52.5511,85.5,40,43,9.93,scattered clouds
353,Lakhnadon,IN,22.6,79.6,98.33,17,71,7.47,broken clouds
354,Togur,RU,58.3631,82.8265,56.64,90,92,5.5,overcast clouds
355,Tautira,PF,-17.7333,-149.15,80.06,77,26,14.47,light rain
356,Kashi,CN,39.4547,75.9797,63.61,67,100,6.71,overcast clouds
357,Garissa,KE,-0.4536,39.6401,84.0,55,59,22.17,broken clouds
358,Vorukh,TJ,39.8494,70.5838,56.79,67,57,2.01,broken clouds
359,Trairi,BR,-3.2778,-39.2689,83.71,75,99,11.68,overcast clouds
360,Longkou,CN,37.6508,120.3286,58.15,51,0,12.39,clear sky
361,Lorengau,PG,-2.0226,147.2712,79.32,73,100,2.28,overcast clouds
362,Bastia,FR,42.6667,9.3333,71.4,71,0,4.61,clear sky
363,Teknaf,BD,20.8624,92.3058,82.42,86,42,5.84,scattered clouds
364,Santiago De Cuba,CU,20.0247,-75.8219,82.51,78,75,6.91,broken clouds
365,Newport,GB,51.5877,-2.9984,60.82,88,100,9.1,overcast clouds
366,Prieska,ZA,-29.6641,22.7474,64.17,18,0,6.87,clear sky
367,Bud,US,39.447,-86.1758,84.67,57,14,3.2,few clouds
368,Bintulu,MY,3.1667,113.0333,77.41,100,40,3.44,thunderstorm with light rain
369,Faya,SA,18.3851,42.4509,75.31,12,0,12.68,clear sky
370,Zyryanka,RU,65.75,150.85,27.59,93,100,8.19,overcast clouds
371,Chalus,IR,36.655,51.4204,63.86,94,0,2.3,clear sky
372,Kigoma,TZ,-4.8769,29.6267,76.15,72,29,5.03,scattered clouds
373,Kailua,US,21.4022,-157.7394,76.64,77,75,5.01,broken clouds
374,Rancho Palos Verdes,US,33.7445,-118.387,82.51,68,75,4.0,broken clouds
375,Araouane,ML,18.9048,-3.5265,102.27,5,6,10.04,clear sky
376,Otjimbingwe,NA,-22.35,16.1333,75.4,19,0,5.26,clear sky
377,Mahebourg,MU,-20.4081,57.7,73.69,94,40,5.75,scattered clouds
378,Ribeira Grande,PT,38.5167,-28.7,61.2,88,75,19.57,light rain
379,Sioux Lookout,CA,50.1001,-91.917,48.27,66,100,13.8,overcast clouds
380,Chapais,CA,49.7834,-74.8492,64.18,65,100,4.81,overcast clouds
381,Russkaya Polyana,UA,49.417,31.9201,55.69,65,74,9.66,broken clouds
382,Fort Nelson,CA,58.8053,-122.7002,47.79,66,40,6.91,scattered clouds
383,Neiba,DO,18.5,-71.4167,82.98,46,79,13.82,broken clouds
384,Christchurch,NZ,-43.5333,172.6333,51.94,94,100,3.44,overcast clouds
385,Luba,GQ,3.4568,8.5547,82.4,79,78,5.57,broken clouds
386,Dabakala,CI,8.3667,-4.4333,91.26,45,94,6.73,light rain
387,Slatina,RO,44.4333,24.3667,73.71,66,15,2.98,few clouds
388,Leopold,AU,-38.1833,144.4667,53.65,78,56,9.22,broken clouds
389,Nemuro,JP,43.3236,145.575,43.25,87,1,9.8,clear sky
390,Bergama,TR,39.1207,27.1805,70.18,62,21,1.39,few clouds
391,Saldus,LV,56.6636,22.4881,50.38,52,32,9.22,scattered clouds
392,Kindu,CD,-2.95,25.95,80.22,63,88,2.26,overcast clouds
393,Turka,UA,49.1541,23.0297,55.15,72,52,5.21,broken clouds
394,Marzuq,YE,14.4,46.4667,79.05,15,1,2.62,clear sky
395,Mitsamiouli,KM,-11.3847,43.2844,80.87,70,29,7.31,light rain
396,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,54,0,3.44,clear sky
397,Santa Engracia,ES,41.9406,-1.3245,84.81,31,72,17.69,broken clouds
398,Maldonado,UY,-34.6667,-54.9167,58.39,50,81,14.63,broken clouds
399,Baneh,IR,35.9975,45.8853,62.6,51,38,6.17,scattered clouds
400,Umm Lajj,SA,25.0213,37.2685,87.31,45,0,6.29,clear sky
401,Wilmington,US,34.2257,-77.9447,84.97,62,20,5.01,few clouds
402,Kasempa,ZM,-13.4584,25.8338,61.29,50,16,5.21,few clouds
403,Gaya,IN,24.7833,85.0,93.11,59,0,6.91,haze
404,Vanavara,RU,60.34,102.2797,52.52,63,73,4.12,broken clouds
405,Byron Bay,AU,-28.65,153.6167,70.72,95,22,5.99,few clouds
406,Gold Coast,AU,-28.0,153.4333,72.0,97,1,0.0,clear sky
407,Ostrovnoy,RU,68.0531,39.5131,37.18,83,52,8.1,broken clouds
408,Valle Nacional,MX,17.7833,-96.3167,92.48,40,24,4.72,few clouds
409,Bonthe,SL,7.5264,-12.505,85.44,70,86,10.47,overcast clouds
410,Hope,US,33.6671,-93.5916,87.98,56,22,5.44,few clouds
411,Petilia Policastro,IT,39.1139,16.7855,73.29,63,14,3.29,few clouds
412,Dali,CN,25.7,100.1833,59.11,94,82,3.76,broken clouds
413,Yulara,AU,-25.2406,130.9889,58.05,50,0,9.33,clear sky
414,Namie,JP,37.4833,141.0,53.71,76,100,3.09,overcast clouds
415,Constantine,DZ,36.365,6.6147,83.61,30,40,9.22,scattered clouds
416,Ambovombe,MG,-25.1667,46.0833,70.93,77,0,15.82,clear sky
417,Ust-Ishim,RU,57.6935,71.1665,56.34,59,88,5.3,overcast clouds
418,Cotacachi,EC,0.3,-78.2667,69.35,66,81,3.09,light rain
419,Jega,NG,12.2175,4.3792,96.78,32,43,8.68,scattered clouds
420,Bahia Honda,CU,22.9036,-83.1592,84.06,60,13,10.42,few clouds
421,Buraydah,SA,26.326,43.975,91.85,10,0,7.4,clear sky
422,Vung Tau,VN,10.346,107.0843,84.24,79,84,9.26,broken clouds
423,Sao Joao Da Barra,BR,-21.6403,-41.0511,80.69,71,32,14.09,scattered clouds
424,Luanda,AO,-8.8368,13.2343,77.56,82,7,10.94,clear sky
425,Ialibu,PG,-6.2821,143.9935,55.65,98,100,1.95,overcast clouds
426,Canavieiras,BR,-15.675,-38.9472,75.16,87,100,5.03,overcast clouds
427,Sedalia,US,38.7045,-93.2283,62.51,88,100,10.36,overcast clouds
428,Havre-Saint-Pierre,CA,50.2334,-63.5986,44.96,61,0,17.27,clear sky
429,Matara,LK,5.9485,80.5353,78.62,90,89,9.86,overcast clouds
430,Victor Harbor,AU,-35.5667,138.6167,57.0,85,50,15.41,light rain
431,Magaria,NE,12.9983,8.9099,101.19,7,50,11.99,scattered clouds
432,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,36.19,100,100,13.42,light intensity shower rain
433,Henties Bay,NA,-22.116,14.2845,63.61,65,1,7.87,clear sky
434,Stavern,NO,59.0,10.0333,65.32,80,35,9.19,scattered clouds
435,Ulaanbaatar,MN,47.9077,106.8832,35.73,44,0,0.0,clear sky
436,Luganville,VU,-15.5333,167.1667,77.49,80,97,10.11,overcast clouds
437,Karla,EE,59.3723,24.9275,49.96,53,0,18.41,clear sky
438,Olafsvik,IS,64.8945,-23.7142,46.71,94,100,13.58,overcast clouds
439,Senanga,ZM,-16.1167,23.2667,69.84,39,25,5.95,scattered clouds
440,Morant Bay,JM,17.8815,-76.4093,88.72,75,100,12.46,overcast clouds
441,Fukue,JP,32.6881,128.8419,61.68,57,100,11.05,overcast clouds
442,Talnakh,RU,69.4865,88.3972,36.73,98,100,11.03,overcast clouds
443,Quang Ngai,VN,15.1167,108.8,76.71,92,100,5.3,overcast clouds
444,Egvekinot,RU,66.3167,-179.1667,27.16,92,97,5.39,overcast clouds
445,Port Augusta,AU,-32.5,137.7667,55.67,81,0,1.48,clear sky
446,Anchorage,US,61.2181,-149.9003,45.55,59,0,5.75,clear sky
447,Mount Pleasant,US,32.7941,-79.8626,87.98,59,20,8.05,few clouds
448,Kollam,IN,8.8833,76.6,78.53,89,100,11.03,moderate rain
449,Lebedinyy,RU,58.5167,125.5167,16.54,92,74,2.53,broken clouds
450,Asosa,ET,10.0667,34.5333,63.72,85,100,1.32,overcast clouds
451,Labuan,MY,5.2767,115.2417,80.96,94,20,0.0,few clouds
452,Escanaba,US,45.7453,-87.0646,68.97,52,20,12.66,few clouds
453,Lata,PT,40.1629,-8.3327,71.89,45,98,12.46,overcast clouds
454,Kuliyapitiya,LK,7.4688,80.0401,78.48,92,84,7.61,broken clouds
455,Mehtar Lam,AF,34.6714,70.2094,81.61,25,15,9.13,few clouds
456,Pietersburg,ZA,-23.9045,29.4688,59.85,67,0,8.05,clear sky
457,Promyshlennyy,RU,67.5833,63.9167,46.38,84,90,5.73,overcast clouds
458,Bisira,PA,8.5196,-81.7115,69.64,80,71,0.89,broken clouds
459,Wad Rawah,SD,15.1603,33.1397,104.22,8,3,8.81,clear sky
460,Saldanha,ZA,-33.0117,17.9442,60.85,72,0,11.59,clear sky
461,Semiluki,RU,51.6853,39.0279,52.25,76,0,2.24,clear sky
462,Kencong,ID,-8.2833,113.3667,77.49,85,63,2.08,broken clouds
463,Olot,ES,42.181,2.4901,81.54,26,7,4.0,clear sky
464,Vaitape,PF,-16.5167,-151.75,80.33,63,20,6.85,few clouds
465,Turkmenabat,TM,39.0733,63.5786,75.18,31,0,4.61,clear sky
466,Arlit,NE,18.7369,7.3853,101.86,9,3,9.37,clear sky
467,Sydney,AU,-33.8679,151.2073,60.39,78,20,10.36,few clouds
468,Malanje,AO,-9.5402,16.341,70.11,59,18,1.43,few clouds
469,Kokkola,FI,63.8385,23.1307,51.96,60,0,6.91,clear sky
470,Tupik,RU,54.4253,119.9327,33.89,73,27,2.3,scattered clouds
471,Mitu,CO,1.1983,-70.1733,84.11,74,98,0.69,overcast clouds
472,Sao Felix Do Xingu,BR,-6.6447,-51.995,84.94,67,96,3.83,overcast clouds
473,Oktyabrskiy,RU,54.4815,53.471,52.63,83,79,4.5,light rain
474,Little Chute,US,44.28,-88.3184,72.52,35,40,5.01,scattered clouds
475,Fortuna,US,40.5982,-124.1573,63.93,90,75,5.75,broken clouds
476,Nouadhibou,MR,20.931,-17.0347,80.58,54,100,18.41,sand
477,Kununurra,AU,-15.7667,128.7333,71.58,88,1,0.0,clear sky
478,Nacala,MZ,-14.5428,40.6728,72.52,79,18,7.29,few clouds
479,Port Hawkesbury,CA,45.6169,-61.3485,63.9,71,100,10.36,overcast clouds
480,Gao,ML,16.6362,1.637,95.47,25,76,11.86,light rain
481,Asau,RO,46.4333,26.4,67.12,60,99,4.25,overcast clouds
482,Rapid City,US,44.0805,-103.231,67.08,38,0,13.8,clear sky
483,Glarus,CH,47.0406,9.068,76.46,81,90,4.92,overcast clouds
484,Kawalu,ID,-7.3817,108.2082,73.94,98,50,1.23,scattered clouds
485,Kade,DE,52.3833,12.2667,66.97,52,1,6.22,clear sky
486,Shimoda,JP,34.6667,138.95,58.1,81,100,2.68,light rain
487,Winslow,US,35.0242,-110.6974,75.38,6,0,0.0,clear sky
488,Horki,BY,54.2861,30.9842,49.53,69,48,14.47,scattered clouds
489,Yenagoa,NG,4.9247,6.2642,81.9,84,78,5.91,moderate rain
490,Jibuti,DJ,11.5,42.5,89.55,19,0,7.74,clear sky
491,Ancud,CL,-41.8697,-73.8203,53.42,63,72,9.86,broken clouds
492,Vila,PT,42.0304,-8.1588,55.71,73,97,11.83,overcast clouds
493,Tilaran,CR,10.4703,-84.9671,84.22,58,85,9.44,overcast clouds
494,Valdivia,CL,-39.8142,-73.2459,46.49,46,64,4.52,broken clouds
495,Catia La Mar,VE,10.6038,-67.0303,94.98,66,40,2.3,scattered clouds
496,Tamiahua,MX,21.2667,-97.45,84.76,62,89,9.42,overcast clouds
497,Boa Vista,BR,2.8197,-60.6733,87.78,58,75,6.91,light rain
498,Shache,CN,38.4167,77.2406,67.23,45,100,21.12,overcast clouds
499,Baghdad,IQ,33.3406,44.4009,89.51,29,0,0.0,clear sky
500,Roebourne,AU,-20.7833,117.1333,76.08,56,1,7.83,clear sky
501,Hirado,JP,33.3597,129.5531,56.39,64,100,7.29,overcast clouds
502,Pahrump,US,36.2083,-115.9839,87.85,5,26,1.01,scattered clouds
503,Puerto Carreno,CO,6.189,-67.4859,91.49,51,88,4.85,overcast clouds
504,Port Blair,IN,11.6667,92.75,80.64,83,75,6.91,mist
505,Yantai,CN,37.5333,121.4,56.71,49,1,11.03,clear sky
506,Aykhal,RU,66.0,111.5,35.89,90,100,4.07,overcast clouds
507,Puerto El Triunfo,SV,13.2833,-88.55,91.42,46,81,9.31,broken clouds
508,Manitouwadge,CA,49.1215,-85.8403,60.01,45,20,16.24,few clouds
509,Evanston,US,42.0411,-87.6901,78.35,39,100,9.22,overcast clouds
510,La Ronge,CA,55.1001,-105.2842,41.25,70,100,13.8,overcast clouds
511,Puerto Leguizamo,CO,-0.1934,-74.7819,80.15,82,89,3.91,overcast clouds
512,Williston,US,48.147,-103.618,64.81,35,1,11.01,clear sky
513,Istisu,AZ,40.9457,48.0738,56.07,53,6,4.43,clear sky
514,Praia,CV,14.9215,-23.5087,88.34,35,0,27.63,clear sky
515,Griffith,US,41.5284,-87.4237,80.1,47,0,11.5,clear sky
516,San Francisco De Macoris,DO,19.2952,-70.2554,86.68,40,93,12.1,overcast clouds
517,Khokhryaki,RU,56.9156,53.3221,55.06,60,67,4.54,broken clouds
518,Port Lincoln,AU,-34.7333,135.8667,59.32,69,60,16.44,broken clouds
519,Port-Gentil,GA,-0.7193,8.7815,84.16,84,40,9.22,scattered clouds
520,Mayo,US,38.8876,-76.5119,80.13,88,100,7.0,overcast clouds
521,Canton,CN,23.1167,113.25,68.88,85,100,10.49,overcast clouds
522,Turinskaya Sloboda,RU,57.6232,64.3858,51.89,76,87,5.41,light rain
523,Rongcheng,CN,30.634,117.8517,60.28,63,100,3.47,overcast clouds
524,Olinda,BR,-8.0089,-34.8553,83.93,74,40,10.36,scattered clouds
525,Odweyne,SO,9.4092,45.064,84.61,21,19,7.0,few clouds
526,Kampot,KH,10.6167,104.1833,86.05,86,71,6.64,light rain
527,Aleksandrovskiy Zavod,RU,50.9237,117.9374,42.75,49,42,4.16,scattered clouds
528,Orlik,RU,52.5178,99.825,47.28,40,92,2.55,overcast clouds
529,Bom Jesus Da Lapa,BR,-13.255,-43.4181,92.1,30,100,1.83,overcast clouds
530,Ponta Pora,BR,-22.5361,-55.7256,60.71,88,100,6.91,overcast clouds
531,Mount Isa,AU,-20.7333,139.5,62.37,72,0,5.75,clear sky
532,Qixingtai,CN,30.4135,111.8874,58.39,67,80,5.23,broken clouds
533,Tigil,RU,57.8,158.6667,39.02,84,100,8.61,overcast clouds
534,Dongsheng,CN,39.8161,109.9776,51.35,18,2,10.89,clear sky
535,Progreso,MX,21.2833,-89.6667,87.91,54,0,10.87,clear sky
536,Salina Cruz,MX,16.1667,-95.2,94.93,35,35,11.7,scattered clouds
537,Koumac,NC,-20.5667,164.2833,72.45,80,55,4.61,broken clouds
538,Wenchi,GH,7.7392,-2.1046,89.47,48,89,5.86,overcast clouds
539,Grinnell,US,41.743,-92.7224,69.66,58,75,5.75,broken clouds
540,Naze,JP,28.3667,129.4833,59.92,86,100,13.58,moderate rain
541,Lac Du Bonnet,CA,50.2536,-96.0612,44.06,70,100,11.48,overcast clouds
542,Yei,SS,4.095,30.6779,69.82,92,83,5.48,light rain
543,Tabou,CI,4.423,-7.3528,82.63,79,100,7.83,overcast clouds
544,Kodinsk,RU,58.6881,99.1844,53.6,61,41,1.43,scattered clouds
545,Luoyang,CN,34.6836,112.4536,61.74,31,10,6.26,clear sky
546,Ketchikan,US,55.3422,-131.6461,46.38,93,100,3.0,moderate rain
547,Fare,PF,-16.7,-151.0167,79.52,70,28,3.56,scattered clouds
548,Geraldton,AU,-28.7667,114.6,54.01,87,4,8.05,clear sky
549,Sisimiut,GL,66.9395,-53.6735,31.12,50,0,7.78,clear sky
550,Serebryanyy Bor,RU,56.8,124.8,24.51,96,98,4.47,overcast clouds
551,Zaysan,KZ,47.4667,84.8667,61.36,54,100,8.3,overcast clouds
552,Amuntai,ID,-2.4177,115.2494,75.0,97,41,0.65,scattered clouds
553,Tukrah,LY,32.5341,20.5791,68.85,60,0,5.26,clear sky
554,Tigre,AR,-34.426,-58.5796,59.27,37,0,16.11,clear sky
555,Zeya,RU,53.75,127.2667,34.45,47,76,8.32,broken clouds
556,Fonte Boa,BR,-2.4959,-66.2662,79.88,94,100,2.3,moderate rain
557,Abalak,RU,58.1286,68.5944,54.54,66,73,5.44,light rain
558,Huarmey,PE,-10.0681,-78.1522,68.79,72,49,9.51,scattered clouds
559,Anloga,GH,5.7947,0.8973,83.93,72,62,11.43,broken clouds
560,Vilyuysk,RU,63.7553,121.6247,24.13,92,23,4.88,few clouds
561,Tual,ID,-5.6667,132.75,82.17,75,90,6.49,light rain
562,Saint-Joseph,RE,-21.3667,55.6167,70.18,75,20,10.54,few clouds
563,Andra,RU,62.5147,65.8878,51.33,72,79,6.87,broken clouds
564,Kuching,MY,1.55,110.3333,79.02,94,20,1.99,few clouds
565,Nishihara,JP,26.1842,127.7558,67.28,83,100,12.66,overcast clouds
566,Hilton Head Island,US,32.2163,-80.7526,87.1,74,40,9.22,scattered clouds
567,Magadan,RU,59.5667,150.8,38.53,97,100,21.65,overcast clouds
568,Maningrida,AU,-12.0667,134.2667,74.97,88,8,5.44,clear sky
569,Shakiso,ET,5.75,38.9167,59.05,97,92,3.02,light rain
570,Gariaband,IN,20.635,82.0614,89.91,37,100,5.14,overcast clouds
571,Yar-Sale,RU,66.8333,70.8333,38.62,97,100,9.93,overcast clouds
572,Kommunar,RU,59.6206,30.39,52.52,64,62,10.0,broken clouds
573,Kimbe,PG,-5.5502,150.1429,76.44,92,80,3.13,broken clouds
574,Iranshahr,IR,27.2025,60.6848,88.14,11,0,6.91,clear sky
575,Saint-Paul,RE,-21.0096,55.2707,73.49,78,62,0.09,light rain
576,Candolim,IN,15.5181,73.7626,84.2,84,75,9.22,broken clouds
577,Vanimo,PG,-2.6741,141.3028,79.47,80,88,2.35,overcast clouds
578,Tarakan,ID,3.3,117.6333,81.82,78,33,3.94,moderate rain
579,Yumen,CN,40.2833,97.2,54.19,11,40,10.58,scattered clouds
580,Kamaishi,JP,39.2667,141.8833,48.65,71,100,7.07,overcast clouds
581,Lazaro Cardenas,MX,17.9583,-102.2,86.86,50,61,7.25,broken clouds
582,Karasjok,NO,69.4719,25.5112,37.08,100,100,4.32,overcast clouds
583,Ahipara,NZ,-35.1667,173.1667,64.45,88,97,11.32,overcast clouds
584,Jizan,SA,17.3333,42.6667,88.74,57,0,2.19,clear sky
585,Les Cayes,HT,18.2,-73.75,83.68,67,98,13.04,overcast clouds
586,Skibbereen,IE,51.55,-9.2667,57.11,94,95,12.28,overcast clouds
587,Shwebo,MM,22.5667,95.7,82.29,71,100,4.94,light rain
588,Cap Malheureux,MU,-19.9842,57.6142,72.46,81,15,3.0,few clouds
589,Ewa Beach,US,21.3156,-158.0072,76.59,73,40,5.75,scattered clouds
590,Tommot,RU,58.9564,126.2925,21.96,97,97,2.44,overcast clouds
591,Spornoye,RU,50.8448,37.2913,47.71,91,37,8.19,scattered clouds
592,Flin Flon,CA,54.7682,-101.865,39.04,70,100,13.8,overcast clouds
593,Winneba,GH,5.3511,-0.6231,81.91,78,28,10.18,scattered clouds
594,Vila Velha,BR,-20.3297,-40.2925,78.75,69,75,8.05,broken clouds
595,Poum,NC,-20.2333,164.0167,76.08,73,45,17.58,scattered clouds
596,Sept-Iles,CA,50.2001,-66.3821,51.06,56,75,20.71,broken clouds
597,Mortka,RU,59.3322,66.0214,49.26,86,99,5.57,light rain
598,Paamiut,GL,61.994,-49.6678,32.27,67,11,15.32,few clouds
599,Deputatskiy,RU,69.3,139.9,11.86,97,100,4.16,overcast clouds
600,Honningsvag,NO,70.9821,25.9704,40.75,87,75,10.36,broken clouds
601,Emba,KZ,48.8264,58.1442,62.02,51,32,12.01,scattered clouds
602,Okha,RU,53.5739,142.9478,34.43,93,100,13.65,overcast clouds
603,Saint-Marc,HT,19.1082,-72.6938,83.84,58,93,5.86,overcast clouds
604,Gangtok,IN,27.3333,88.6167,62.11,90,93,1.99,overcast clouds
605,Ouadda,CF,8.0777,22.4007,74.21,64,76,3.04,broken clouds
606,Beloha,MG,-25.1667,45.05,68.67,76,0,11.16,clear sky
607,Ypsonas,CY,34.6884,32.9574,67.05,82,20,20.71,few clouds
608,Cam Ranh,VN,11.9214,109.1591,80.56,83,20,0.0,few clouds
609,Innisfail,AU,-17.5333,146.0333,68.77,86,25,4.23,scattered clouds
610,Gravelbourg,CA,49.8834,-106.5512,61.07,36,2,12.59,clear sky
611,Hereford,GB,52.0568,-2.7148,62.2,88,100,6.64,overcast clouds
612,Belmonte,BR,-15.8631,-38.8828,75.9,79,100,7.7,overcast clouds
613,Tokur,RU,53.1333,132.9,21.31,94,100,0.85,overcast clouds
614,Nalut,LY,30.3333,10.85,82.4,13,2,5.53,clear sky
615,Gouyave,GD,12.1646,-61.7296,84.97,70,20,24.16,few clouds
616,Calamar,CO,10.2511,-74.9146,90.21,59,93,2.37,overcast clouds
617,Murgab,TM,37.4966,61.9714,73.27,49,0,0.0,clear sky
618,Tura,IN,25.5198,90.2201,72.63,95,68,3.27,broken clouds
619,Ajaccio,FR,42.0,8.9167,66.25,64,0,9.22,clear sky
620,Cabedelo,BR,-6.9811,-34.8339,84.87,80,99,9.93,overcast clouds
621,Kuala Lipis,MY,4.1842,102.0468,74.43,100,96,1.61,overcast clouds
622,Niksar,TR,40.5917,36.9517,57.58,83,100,2.46,overcast clouds
623,Port Moresby,PG,-9.4431,147.1797,74.98,88,29,2.55,scattered clouds
624,Winnemucca,US,40.973,-117.7357,71.65,30,0,10.36,clear sky
625,Viedma,AR,-40.8135,-62.9967,55.6,67,100,23.22,overcast clouds
626,Sao Geraldo Do Araguaia,BR,-6.4006,-48.555,80.91,89,93,3.78,light rain
627,Doka,SD,13.5167,35.7667,91.94,29,36,11.95,scattered clouds
628,Sakakah,SA,29.9697,40.2064,98.17,11,52,10.42,broken clouds
629,San Vicente,AR,-26.6167,-54.1333,63.84,78,84,3.96,broken clouds
630,Anadyr,RU,64.75,177.4833,36.1,87,0,8.95,clear sky
631,Kachug,RU,53.9606,105.8817,50.58,43,64,2.68,broken clouds
632,Matamoros,MX,25.5333,-103.25,86.11,26,0,4.61,clear sky
633,San Francisco Del Mar,MX,16.2333,-94.65,92.37,44,33,5.3,scattered clouds
634,Bayan,CN,46.0833,127.4,44.51,30,20,6.67,few clouds
635,Mount Darwin,ZW,-16.7725,31.5838,59.95,49,0,3.91,clear sky
636,Bruchsal,DE,49.1281,8.5836,80.37,62,31,7.94,scattered clouds
637,Terney,RU,45.0503,136.6092,44.02,86,70,6.78,broken clouds
638,Chontalpa,MX,17.7,-93.5167,94.8,36,17,4.09,few clouds
639,Nizwa,OM,22.9333,57.5333,84.49,16,0,3.0,clear sky
640,Prince Rupert,CA,54.3161,-130.3201,47.89,84,100,17.27,light rain
641,Freeport,US,40.6576,-73.5832,78.31,75,40,11.5,scattered clouds
642,Nagai,JP,38.1036,140.035,45.84,67,97,1.57,overcast clouds
643,Tankhoy,RU,51.5528,105.1306,48.81,55,24,5.53,few clouds
644,Arman,RU,59.7,150.1667,39.02,95,100,13.09,overcast clouds
645,Ballina,AU,-28.8667,153.5667,70.79,95,18,5.17,few clouds
646,Tomatlan,MX,19.9333,-105.25,94.37,23,36,8.97,scattered clouds
647,Grafton,US,42.207,-71.6856,76.15,72,75,4.61,light rain
648,Katherine,AU,-14.4667,132.2667,64.72,63,0,6.91,clear sky
649,Tobermory,CA,45.2501,-81.6665,42.4,96,98,12.12,overcast clouds
650,Puli,TW,23.9664,120.9695,65.21,96,100,0.49,moderate rain
651,Mehamn,NO,71.0357,27.8492,39.11,86,79,8.66,broken clouds
652,Abu Dhabi,AE,24.4667,54.3667,82.51,76,0,8.05,clear sky
653,Floro,NO,61.5996,5.0328,51.87,82,40,6.91,scattered clouds
654,Fujin,CN,47.26,132.0322,42.71,62,25,9.28,scattered clouds
655,Nyrob,RU,60.733,56.7202,45.66,91,40,3.8,scattered clouds
656,Lae,PG,-6.7221,146.9847,76.33,91,100,4.12,overcast clouds
657,Corn Island,NI,12.1694,-83.0418,82.49,76,90,12.95,overcast clouds
658,Manta,EC,-0.95,-80.7333,82.18,78,100,4.61,overcast clouds
659,Polyarnyy,RU,69.1989,33.4478,46.69,69,19,7.56,few clouds
660,Kampong Thum,KH,12.7111,104.8887,80.58,87,96,2.82,moderate rain
661,Kenai,US,60.5544,-151.2583,50.02,52,0,4.61,clear sky
662,West Wendover,US,40.7391,-114.0733,67.21,32,0,0.0,clear sky
663,Hervey Bay,AU,-25.2986,152.8535,71.02,97,84,4.0,broken clouds
664,Flinders,AU,-34.5833,150.8552,59.05,83,0,7.85,clear sky
665,Kasungu,MW,-13.0333,33.4833,61.34,65,19,5.66,few clouds
666,Dunda,TZ,-8.1167,34.25,68.97,65,84,5.86,broken clouds
667,Horsham,GB,51.064,-0.3272,65.95,82,0,9.22,clear sky
668,Los Llanos De Aridane,ES,28.6585,-17.9182,69.55,81,20,4.61,few clouds
669,General Roca,AR,-39.0333,-67.5833,59.63,27,0,4.59,clear sky
670,Port Lavaca,US,28.615,-96.6261,91.31,48,40,10.36,scattered clouds
671,Sukhobezvodnoye,RU,57.0491,44.8891,45.03,89,41,5.19,scattered clouds
672,Sakaiminato,JP,35.55,133.2333,55.38,88,75,4.61,broken clouds
673,Porterville,US,36.0652,-119.0168,87.75,39,0,7.45,clear sky
674,Seymchan,RU,62.8833,152.4333,34.39,91,100,6.58,overcast clouds
675,Roald,NO,62.5833,6.1333,52.72,66,0,8.05,clear sky
676,Ilo,PE,-17.6394,-71.3375,67.48,71,39,8.08,scattered clouds
677,Chipiona,ES,36.7366,-6.437,75.38,78,20,11.5,few clouds
678,Mangrol,IN,21.1167,70.1167,83.53,78,0,13.11,clear sky
679,Ambon,ID,-3.6954,128.1814,75.34,94,40,2.3,scattered clouds
680,Banda Aceh,ID,5.5577,95.3222,81.75,82,63,12.71,broken clouds
681,Minab,IR,27.1467,57.0801,98.92,10,0,6.91,haze
682,Isangel,VU,-19.55,169.2667,74.57,80,40,11.36,scattered clouds
683,Alihe,CN,50.5667,123.7167,35.8,51,56,3.94,broken clouds
684,Baijiantan,CN,45.6333,85.1833,69.85,43,100,26.37,moderate rain
685,Caldwell,US,43.6629,-116.6874,73.44,40,0,20.71,clear sky
686,Sarangani,PH,5.4033,125.4636,80.42,80,100,9.73,overcast clouds
687,Nyurba,RU,63.2842,118.3319,31.93,82,78,4.5,broken clouds
688,Boueni,YT,-12.9025,45.0761,78.78,63,2,10.36,clear sky
689,Riwaka,NZ,-41.0833,173.0,59.0,96,100,2.66,light rain
690,Turbat,PK,26.0023,63.044,91.44,17,0,5.66,clear sky
691,Inhambane,MZ,-23.865,35.3833,71.58,88,20,6.91,few clouds
692,Garowe,SO,8.4054,48.4845,84.9,45,41,22.79,scattered clouds
693,Bardiyah,LY,31.7561,25.0865,67.64,74,0,8.41,clear sky
694,Mianyang,CN,31.4593,104.7542,59.05,77,46,1.81,scattered clouds
695,Akureyri,IS,65.6835,-18.0878,58.93,51,75,14.97,broken clouds
696,Hit,IQ,33.6416,42.8251,91.26,15,10,11.41,clear sky
697,Kumta,IN,14.4167,74.4,82.8,81,100,10.36,overcast clouds
