City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
472,Sao Felix Do Xingu,BR,84.94,overcast clouds,-6.6447,-51.995,
473,Oktyabrskiy,RU,52.63,light rain,54.4815,53.471,
474,Little Chute,US,72.52,scattered clouds,44.28,-88.3184,
475,Fortuna,US,63.93,broken clouds,40.5982,-124.1573,
476,Nouadhibou,MR,80.58,sand,20.931,-17.0347,
477,Kununurra,AU,71.58,clear sky,-15.7667,128.7333,
478,Nacala,MZ,72.52,few clouds,-14.5428,40.6728,
479,Port Hawkesbury,CA,63.9,overcast clouds,45.6169,-61.3485,
481,Asau,RO,67.12,overcast clouds,46.4333,26.4,
482,Rapid City,US,67.08,clear sky,44.0805,-103.231,
483,Glarus,CH,76.46,overcast clouds,47.0406,9.068,
484,Kawalu,ID,73.94,scattered clouds,-7.3817,108.2082,
485,Kade,DE,66.97,clear sky,52.3833,12.2667,
486,Shimoda,JP,58.1,light rain,34.6667,138.95,
487,Winslow,US,75.38,clear sky,35.0242,-110.6974,
488,Horki,BY,49.53,scattered clouds,54.2861,30.9842,
489,Yenagoa,NG,81.9,moderate rain,4.9247,6.2642,
490,Jibuti,DJ,89.55,clear sky,11.5,42.5,
491,Ancud,CL,53.42,broken clouds,-41.8697,-73.8203,
492,Vila,PT,55.71,overcast clouds,42.0304,-8.1588,
493,Tilaran,CR,84.22,overcast clouds,10.4703,-84.9671,
494,Valdivia,CL,46.49,broken clouds,-39.8142,-73.2459,
495,Catia La Mar,VE,94.98,scattered clouds,10.6038,-67.0303,
496,Tamiahua,MX,84.76,overcast clouds,21.2667,-97.45,
497,Boa Vista,BR,87.78,light rain,2.8197,-60.6733,
498,Shache,CN,67.23,overcast clouds,38.4167,77.2406,
499,Baghdad,IQ,89.51,clear sky,33.3406,44.4009,
500,Roebourne,AU,76.08,clear sky,-20.7833,117.1333,
501,Hirado,JP,56.39,overcast clouds,33.3597,129.5531,
502,Pahrump,US,87.85,scattered clouds,36.2083,-115.9839,
503,Puerto Carreno,CO,91.49,overcast clouds,6.189,-67.4859,
504,Port Blair,IN,80.64,mist,11.6667,92.75,
505,Yantai,CN,56.71,clear sky,37.5333,121.4,
506,Aykhal,RU,35.89,overcast clouds,66.0,111.5,
507,Puerto El Triunfo,SV,91.42,broken clouds,13.2833,-88.55,
508,Manitouwadge,CA,60.01,few clouds,49.1215,-85.8403,
509,Evanston,US,78.35,overcast clouds,42.0411,-87.6901,
510,La Ronge,CA,41.25,overcast clouds,55.1001,-105.2842,
511,Puerto Leguizamo,CO,80.15,overcast clouds,-0.1934,-74.7819,
512,Williston,US,64.81,clear sky,48.147,-103.618,
513,Istisu,AZ,56.07,clear sky,40.9457,48.0738,
514,Praia,CV,88.34,clear sky,14.9215,-23.5087,
515,Griffith,US,80.1,clear sky,41.5284,-87.4237,
516,San Francisco De Macoris,DO,86.68,overcast clouds,19.2952,-70.2554,
517,Khokhryaki,RU,55.06,broken clouds,56.9156,53.3221,
518,Port Lincoln,AU,59.32,broken clouds,-34.7333,135.8667,
519,Port-Gentil,GA,84.16,scattered clouds,-0.7193,8.7815,
520,Mayo,US,80.13,overcast clouds,38.8876,-76.5119,
521,Canton,CN,68.88,overcast clouds,23.1167,113.25,
522,Turinskaya Sloboda,RU,51.89,light rain,57.6232,64.3858,
523,Rongcheng,CN,60.28,overcast clouds,30.634,117.8517,
524,Olinda,BR,83.93,scattered clouds,-8.0089,-34.8553,
525,Odweyne,SO,84.61,few clouds,9.4092,45.064,
526,Kampot,KH,86.05,light rain,10.6167,104.1833,
527,Aleksandrovskiy Zavod,RU,42.75,scattered clouds,50.9237,117.9374,
528,Orlik,RU,47.28,overcast clouds,52.5178,99.825,
529,Bom Jesus Da Lapa,BR,92.1,overcast clouds,-13.255,-43.4181,
530,Ponta Pora,BR,60.71,overcast clouds,-22.5361,-55.7256,
531,Mount Isa,AU,62.37,clear sky,-20.7333,139.5,
532,Qixingtai,CN,58.39,broken clouds,30.4135,111.8874,
533,Tigil,RU,39.02,overcast clouds,57.8,158.6667,
534,Dongsheng,CN,51.35,clear sky,39.8161,109.9776,
535,Progreso,MX,87.91,clear sky,21.2833,-89.6667,
536,Salina Cruz,MX,94.93,scattered clouds,16.1667,-95.2,
537,Koumac,NC,72.45,broken clouds,-20.5667,164.2833,
538,Wenchi,GH,89.47,overcast clouds,7.7392,-2.1046,
539,Grinnell,US,69.66,broken clouds,41.743,-92.7224,
540,Naze,JP,59.92,moderate rain,28.3667,129.4833,
541,Lac Du Bonnet,CA,44.06,overcast clouds,50.2536,-96.0612,
542,Yei,SS,69.82,light rain,4.095,30.6779,
543,Tabou,CI,82.63,overcast clouds,4.423,-7.3528,
544,Kodinsk,RU,53.6,scattered clouds,58.6881,99.1844,
545,Luoyang,CN,61.74,clear sky,34.6836,112.4536,
546,Ketchikan,US,46.38,moderate rain,55.3422,-131.6461,
547,Fare,PF,79.52,scattered clouds,-16.7,-151.0167,
548,Geraldton,AU,54.01,clear sky,-28.7667,114.6,
551,Zaysan,KZ,61.36,overcast clouds,47.4667,84.8667,
552,Amuntai,ID,75.0,scattered clouds,-2.4177,115.2494,
553,Tukrah,LY,68.85,clear sky,32.5341,20.5791,
554,Tigre,AR,59.27,clear sky,-34.426,-58.5796,
556,Fonte Boa,BR,79.88,moderate rain,-2.4959,-66.2662,
557,Abalak,RU,54.54,light rain,58.1286,68.5944,
558,Huarmey,PE,68.79,scattered clouds,-10.0681,-78.1522,
559,Anloga,GH,83.93,broken clouds,5.7947,0.8973,
561,Tual,ID,82.17,light rain,-5.6667,132.75,
562,Saint-Joseph,RE,70.18,few clouds,-21.3667,55.6167,
563,Andra,RU,51.33,broken clouds,62.5147,65.8878,
564,Kuching,MY,79.02,few clouds,1.55,110.3333,
565,Nishihara,JP,67.28,overcast clouds,26.1842,127.7558,
566,Hilton Head Island,US,87.1,scattered clouds,32.2163,-80.7526,
567,Magadan,RU,38.53,overcast clouds,59.5667,150.8,
568,Maningrida,AU,74.97,clear sky,-12.0667,134.2667,
569,Shakiso,ET,59.05,light rain,5.75,38.9167,
570,Gariaband,IN,89.91,overcast clouds,20.635,82.0614,
571,Yar-Sale,RU,38.62,overcast clouds,66.8333,70.8333,
572,Kommunar,RU,52.52,broken clouds,59.6206,30.39,
573,Kimbe,PG,76.44,broken clouds,-5.5502,150.1429,
574,Iranshahr,IR,88.14,clear sky,27.2025,60.6848,
575,Saint-Paul,RE,73.49,light rain,-21.0096,55.2707,
576,Candolim,IN,84.2,broken clouds,15.5181,73.7626,
577,Vanimo,PG,79.47,overcast clouds,-2.6741,141.3028,
578,Tarakan,ID,81.82,moderate rain,3.3,117.6333,
579,Yumen,CN,54.19,scattered clouds,40.2833,97.2,
580,Kamaishi,JP,48.65,overcast clouds,39.2667,141.8833,
581,Lazaro Cardenas,MX,86.86,broken clouds,17.9583,-102.2,
582,Karasjok,NO,37.08,overcast clouds,69.4719,25.5112,
583,Ahipara,NZ,64.45,overcast clouds,-35.1667,173.1667,
584,Jizan,SA,88.74,clear sky,17.3333,42.6667,
585,Les Cayes,HT,83.68,overcast clouds,18.2,-73.75,
586,Skibbereen,IE,57.11,overcast clouds,51.55,-9.2667,
587,Shwebo,MM,82.29,light rain,22.5667,95.7,
588,Cap Malheureux,MU,72.46,few clouds,-19.9842,57.6142,
589,Ewa Beach,US,76.59,scattered clouds,21.3156,-158.0072,
591,Spornoye,RU,47.71,scattered clouds,50.8448,37.2913,
592,Flin Flon,CA,39.04,overcast clouds,54.7682,-101.865,
593,Winneba,GH,81.91,scattered clouds,5.3511,-0.6231,
594,Vila Velha,BR,78.75,broken clouds,-20.3297,-40.2925,
595,Poum,NC,76.08,scattered clouds,-20.2333,164.0167,
596,Sept-Iles,CA,51.06,broken clouds,50.2001,-66.3821,
597,Mortka,RU,49.26,light rain,59.3322,66.0214,
600,Honningsvag,NO,40.75,broken clouds,70.9821,25.9704,
601,Emba,KZ,62.02,scattered clouds,48.8264,58.1442,
603,Saint-Marc,HT,83.84,overcast clouds,19.1082,-72.6938,
604,Gangtok,IN,62.11,overcast clouds,27.3333,88.6167,
605,Ouadda,CF,74.21,broken clouds,8.0777,22.4007,
606,Beloha,MG,68.67,clear sky,-25.1667,45.05,
607,Ypsonas,CY,67.05,few clouds,34.6884,32.9574,
608,Cam Ranh,VN,80.56,few clouds,11.9214,109.1591,
609,Innisfail,AU,68.77,scattered clouds,-17.5333,146.0333,
610,Gravelbourg,CA,61.07,clear sky,49.8834,-106.5512,
611,Hereford,GB,62.2,overcast clouds,52.0568,-2.7148,
612,Belmonte,BR,75.9,overcast clouds,-15.8631,-38.8828,
614,Nalut,LY,82.4,clear sky,30.3333,10.85,
615,Gouyave,GD,84.97,few clouds,12.1646,-61.7296,
616,Calamar,CO,90.21,overcast clouds,10.2511,-74.9146,
617,Murgab,TM,73.27,clear sky,37.4966,61.9714,
618,Tura,IN,72.63,broken clouds,25.5198,90.2201,
619,Ajaccio,FR,66.25,clear sky,42.0,8.9167,
620,Cabedelo,BR,84.87,overcast clouds,-6.9811,-34.8339,
621,Kuala Lipis,MY,74.43,overcast clouds,4.1842,102.0468,
622,Niksar,TR,57.58,overcast clouds,40.5917,36.9517,
623,Port Moresby,PG,74.98,scattered clouds,-9.4431,147.1797,
624,Winnemucca,US,71.65,clear sky,40.973,-117.7357,
625,Viedma,AR,55.6,overcast clouds,-40.8135,-62.9967,
626,Sao Geraldo Do Araguaia,BR,80.91,light rain,-6.4006,-48.555,
627,Doka,SD,91.94,scattered clouds,13.5167,35.7667,
629,San Vicente,AR,63.84,broken clouds,-26.6167,-54.1333,
630,Anadyr,RU,36.1,clear sky,64.75,177.4833,
631,Kachug,RU,50.58,broken clouds,53.9606,105.8817,
632,Matamoros,MX,86.11,clear sky,25.5333,-103.25,
633,San Francisco Del Mar,MX,92.37,scattered clouds,16.2333,-94.65,
634,Bayan,CN,44.51,few clouds,46.0833,127.4,
635,Mount Darwin,ZW,59.95,clear sky,-16.7725,31.5838,
636,Bruchsal,DE,80.37,scattered clouds,49.1281,8.5836,
637,Terney,RU,44.02,broken clouds,45.0503,136.6092,
638,Chontalpa,MX,94.8,few clouds,17.7,-93.5167,
639,Nizwa,OM,84.49,clear sky,22.9333,57.5333,
640,Prince Rupert,CA,47.89,light rain,54.3161,-130.3201,
641,Freeport,US,78.31,scattered clouds,40.6576,-73.5832,
642,Nagai,JP,45.84,overcast clouds,38.1036,140.035,
643,Tankhoy,RU,48.81,few clouds,51.5528,105.1306,
644,Arman,RU,39.02,overcast clouds,59.7,150.1667,
645,Ballina,AU,70.79,few clouds,-28.8667,153.5667,
646,Tomatlan,MX,94.37,scattered clouds,19.9333,-105.25,
647,Grafton,US,76.15,light rain,42.207,-71.6856,
648,Katherine,AU,64.72,clear sky,-14.4667,132.2667,
649,Tobermory,CA,42.4,overcast clouds,45.2501,-81.6665,
650,Puli,TW,65.21,moderate rain,23.9664,120.9695,
651,Mehamn,NO,39.11,broken clouds,71.0357,27.8492,
652,Abu Dhabi,AE,82.51,clear sky,24.4667,54.3667,
653,Floro,NO,51.87,scattered clouds,61.5996,5.0328,
654,Fujin,CN,42.71,scattered clouds,47.26,132.0322,
655,Nyrob,RU,45.66,scattered clouds,60.733,56.7202,
656,Lae,PG,76.33,overcast clouds,-6.7221,146.9847,
657,Corn Island,NI,82.49,overcast clouds,12.1694,-83.0418,
658,Manta,EC,82.18,overcast clouds,-0.95,-80.7333,
659,Polyarnyy,RU,46.69,few clouds,69.1989,33.4478,
660,Kampong Thum,KH,80.58,moderate rain,12.7111,104.8887,
661,Kenai,US,50.02,clear sky,60.5544,-151.2583,
662,West Wendover,US,67.21,clear sky,40.7391,-114.0733,
663,Hervey Bay,AU,71.02,broken clouds,-25.2986,152.8535,
664,Flinders,AU,59.05,clear sky,-34.5833,150.8552,
665,Kasungu,MW,61.34,few clouds,-13.0333,33.4833,
666,Dunda,TZ,68.97,broken clouds,-8.1167,34.25,
667,Horsham,GB,65.95,clear sky,51.064,-0.3272,
668,Los Llanos De Aridane,ES,69.55,few clouds,28.6585,-17.9182,
669,General Roca,AR,59.63,clear sky,-39.0333,-67.5833,
670,Port Lavaca,US,91.31,scattered clouds,28.615,-96.6261,
671,Sukhobezvodnoye,RU,45.03,scattered clouds,57.0491,44.8891,
672,Sakaiminato,JP,55.38,broken clouds,35.55,133.2333,
673,Porterville,US,87.75,clear sky,36.0652,-119.0168,
675,Roald,NO,52.72,clear sky,62.5833,6.1333,
676,Ilo,PE,67.48,scattered clouds,-17.6394,-71.3375,
677,Chipiona,ES,75.38,few clouds,36.7366,-6.437,
678,Mangrol,IN,83.53,clear sky,21.1167,70.1167,
679,Ambon,ID,75.34,scattered clouds,-3.6954,128.1814,
680,Banda Aceh,ID,81.75,broken clouds,5.5577,95.3222,
682,Isangel,VU,74.57,scattered clouds,-19.55,169.2667,
683,Alihe,CN,35.8,broken clouds,50.5667,123.7167,
684,Baijiantan,CN,69.85,moderate rain,45.6333,85.1833,
685,Caldwell,US,73.44,clear sky,43.6629,-116.6874,
686,Sarangani,PH,80.42,overcast clouds,5.4033,125.4636,
688,Boueni,YT,78.78,clear sky,-12.9025,45.0761,
689,Riwaka,NZ,59.0,light rain,-41.0833,173.0,
690,Turbat,PK,91.44,clear sky,26.0023,63.044,
691,Inhambane,MZ,71.58,few clouds,-23.865,35.3833,
692,Garowe,SO,84.9,scattered clouds,8.4054,48.4845,
693,Bardiyah,LY,67.64,clear sky,31.7561,25.0865,
694,Mianyang,CN,59.05,scattered clouds,31.4593,104.7542,
695,Akureyri,IS,58.93,broken clouds,65.6835,-18.0878,
696,Hit,IQ,91.26,clear sky,33.6416,42.8251,
697,Kumta,IN,82.8,overcast clouds,14.4167,74.4,
698,Latung,PH,82.4,broken clouds,5.5,120.8833,
700,Santa Cruz,BO,78.85,broken clouds,-17.8,-63.1667,
701,Upata,VE,84.06,overcast clouds,8.0086,-62.3989,
702,Napa,US,82.56,few clouds,38.4832,-122.3344,
703,Deloraine,AU,50.36,broken clouds,-41.5333,146.6667,
704,Caucaia,BR,85.95,few clouds,-3.7361,-38.6531,
705,Kungurtug,RU,47.16,few clouds,50.5994,97.5228,
706,Komsomolskiy,UZ,63.32,broken clouds,40.4272,71.7189,
707,Dhidhdhoo,MV,81.48,overcast clouds,6.8833,73.1,
